,adaptability,affection_level,alt_names,bidability,cat_friendly,cfa_url,child_friendly,country_code,country_codes,description,dog_friendly,energy_level,experimental,grooming,hairless,health_issues,hypoallergenic,id,indoor,intelligence,lap,life_span,name,natural,origin,rare,rex,shedding_level,short_legs,social_needs,stranger_friendly,suppressed_tail,temperament,vcahospitals_url,vetstreet_url,vocalisation,weight,wikipedia_url
32,5,5,"Havana, HB",,,http://cfa.org/Breeds/BreedsCJ/HavanaBrown.aspx,4,GB,GB,"The Havana Brown is human oriented, playful, and curious. She has a strong desire to spend time with her people and involve herself in everything they do. Being naturally inquisitive, the Havana Brown reaches out with a paw to touch and feel when investigating curiosities in its environment. They are truly sensitive by nature and frequently gently touch their human companions as if they are extending a paw of friendship.",5,3,0,1,0,1,0,hbro,0,5,1.0,10 - 15,Havana Brown,0,United Kingdom,0,0,3,0,5,3,0,"Affectionate, Curious, Demanding, Friendly, Intelligent, Playful",https://vcahospitals.com/know-your-pet/cat-breeds/havana-brown,http://www.vetstreet.com/cats/havana-brown,1,"{'imperial': '6 - 10', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/Havana_Brown
33,5,5,"Himalayan Persian, Colourpoint Persian, Longhaired Colourpoint, Himmy",,,,2,US,US,"Calm and devoted, Himalayans make excellent companions, though they prefer a quieter home. They are playful in a sedate kind of way and enjoy having an assortment of toys. The Himalayan will stretch out next to you, sleep in your bed and even sit on your lap when she is in the mood.",2,1,0,5,0,3,0,hima,0,3,1.0,9 - 15,Himalayan,0,United States,0,0,4,0,4,2,0,"Dependent, Gentle, Intelligent, Quiet, Social",https://vcahospitals.com/know-your-pet/cat-breeds/himalayan,http://www.vetstreet.com/cats/himalayan,1,"{'imperial': '7 - 14', 'metric': '3 - 6'}",https://en.wikipedia.org/wiki/Himalayan_(cat)
34,5,5,Japanese Truncated Cat,,,http://cfa.org/Breeds/BreedsCJ/JapaneseBobtail.aspx,4,JP,JP,"The Japanese Bobtail is an active, sweet, loving and highly intelligent breed. They love to be with people and play seemingly endlessly. They learn their name and respond to it. They bring toys to people and play fetch with a favorite toy for hours. Bobtails are social and are at their best when in the company of people. They take over the house and are not intimidated. If a dog is in the house, Bobtails assume Bobtails are in charge.",5,5,0,1,0,1,0,jbob,0,5,1.0,14 - 16,Japanese Bobtail,1,Japan,0,0,3,0,5,5,1,"Active, Agile, Clever, Easy Going, Intelligent, Lively, Loyal, Playful, Social",https://vcahospitals.com/know-your-pet/cat-breeds/japanese-bobtail,http://www.vetstreet.com/cats/japanese-bobtail,5,"{'imperial': '5 - 10', 'metric': '2 - 5'}",https://en.wikipedia.org/wiki/Japanese_Bobtail
35,4,5, ,,,,4,US,US,"Javanese are endlessly interested, intelligent and active. They tend to enjoy jumping to great heights, playing with fishing pole-type or other interactive toys and just generally investigating their surroundings. He will attempt to copy things you do, such as opening doors or drawers.",4,5,0,1,0,3,1,java,0,5,,10 - 12,Javanese,0,United States,0,0,2,0,5,3,0,"Active, Devoted, Intelligent, Playful",https://vcahospitals.com/know-your-pet/cat-breeds/javanese,http://www.vetstreet.com/cats/javanese,5,"{'imperial': '5 - 10', 'metric': '2 - 5'}",https://en.wikipedia.org/wiki/Javanese_cat
36,4,4,Diamond Eye cat,,3.0,http://cfa.org/Breeds/BreedsKthruR/KhaoManee.aspx,3,TH,TH,"The Khao Manee is highly intelligent, with an extrovert and inquisitive nature, however they are also very calm and relaxed, making them an idea lap cat.",3,3,0,3,0,1,0,khao,0,4,1.0,10 - 12,Khao Manee,0,Thailand,0,0,3,0,3,3,0,"Calm, Relaxed, Talkative, Playful, Warm",,,5,"{'imperial': '8 - 12', 'metric': '4 - 6'}",https://en.wikipedia.org/wiki/Khao_Manee
37,5,5,,,,http://cfa.org/Breeds/BreedsKthruR/Korat.aspx,4,TH,TH,"The Korat is a natural breed, and one of the oldest stable cat breeds. They are highly intelligent and confident cats that can be fearless, although they are startled by loud sounds and sudden movements. Korats form strong bonds with their people and like to cuddle and stay nearby.",5,3,0,1,0,1,0,kora,0,5,,10 - 15,Korat,0,Thailand,1,0,3,0,5,2,0,"Active, Loyal, highly intelligent, Expressive, Trainable",https://vcahospitals.com/know-your-pet/cat-breeds/korat,http://www.vetstreet.com/cats/korat,3,"{'imperial': '7 - 11', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/Korat
38,5,5,,,,,5,RU,RU,"The character of the Kurilian Bobtail is independent, highly intelligent, clever, inquisitive, sociable, playful, trainable, absent of aggression and very gentle. They are devoted to their humans and when allowed are either on the lap of or sleeping in bed with their owners.",5,5,0,1,0,1,0,kuri,0,5,,15 - 20,Kurilian,1,Russia,0,0,2,0,5,5,1,"Independent, highly intelligent, clever, inquisitive, sociable, playful, trainable",,http://www.vetstreet.com/cats/kurilian-bobtail,3,"{'imperial': '8 - 15', 'metric': '4 - 7'}",https://en.wikipedia.org/wiki/Kurilian_Bobtail
39,5,5,Si-Sawat,,,http://cfa.org/Breeds/BreedsKthruR/LaPerm.aspx,4,TH,TH,"LaPerms are gentle and affectionate but also very active. Unlike many active breeds, the LaPerm is also quite content to be a lap cat. The LaPerm will often follow your lead; that is, if they are busy playing and you decide to sit and relax, simply pick up your LaPerm and sit down with it, and it will stay in your lap, devouring the attention you give it.",5,4,0,1,0,1,1,lape,0,5,1.0,10 - 15,LaPerm,0,Thailand,0,1,3,0,4,4,0,"Affectionate, Friendly, Gentle, Intelligent, Playful, Quiet",https://vcahospitals.com/know-your-pet/cat-breeds/laperm,http://www.vetstreet.com/cats/laperm,3,"{'imperial': '6 - 10', 'metric': '3 - 5'}",https://en.wikipedia.org/wiki/LaPerm
40,5,5,"Coon Cat, Maine Cat, Maine Shag, Snowshoe Cat, American Longhair, The Gentle Giants",,,http://cfa.org/Breeds/BreedsKthruR/MaineCoon.aspx,4,US,US,"They are known for their size and luxurious long coat Maine Coons are considered a gentle giant. The good-natured and affable Maine Coon adapts well to many lifestyles and personalities. She likes being with people and has the habit of following them around, but isn’t needy. Most Maine Coons love water and they can be quite good swimmers.",5,3,0,3,0,3,0,mcoo,0,5,1.0,12 - 15,Maine Coon,1,United States,0,0,3,0,3,5,0,"Adaptable, Intelligent, Loving, Gentle, Independent",https://vcahospitals.com/know-your-pet/cat-breeds/maine-coon,http://www.vetstreet.com/cats/maine-coon,1,"{'imperial': '12 - 18', 'metric': '5 - 8'}",https://en.wikipedia.org/wiki/Maine_Coon
41,5,5,Asian,,,,4,GB,GB,"Malayans love to explore and even enjoy traveling by way of a cat carrier. They are quite a talkative and rather loud cat with an apparent strong will. These cats will make sure that you give it the attention it seeks and always seem to want to be held and hugged. They will constantly interact with people, even strangers. They love to play and cuddle.",5,5,0,1,0,1,0,mala,0,3,,12 - 18,Malayan,0,United Kingdom,0,0,1,0,3,3,0,"Affectionate, Interactive, Playful, Social",,,5,"{'imperial': '6 - 13', 'metric': '3 - 6'}",https://en.wikipedia.org/wiki/Asian_cat
42,5,5,"Manks, Stubbin, Rumpy",,,http://cfa.org/Breeds/BreedsKthruR/Manx.aspx,4,IM,IM,"The Manx is a placid, sweet cat that is gentle and playful. She never seems to get too upset about anything. She is a loving companion and adores being with people.",5,5,0,1,0,3,0,manx,0,5,1.0,12 - 14,Manx,1,Isle of Man,0,0,5,0,5,3,1,"Easy Going, Intelligent, Loyal, Playful, Social",https://vcahospitals.com/know-your-pet/cat-breeds/manx,http://www.vetstreet.com/cats/manx,3,"{'imperial': '7 - 13', 'metric': '3 - 6'}",https://en.wikipedia.org/wiki/Manx_(cat)
